application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
43425d11-67f9-4e45-8a58-5c1bd4c218be,CUST110648,2024-05-04,Home Loan,676000.0,120,9.2,Home Renovation,Self-Employed,40900.0,618,1900.0,4.65,Owned,"H.No. 444, Yogi Path, Jhansi 087249, Muzaffarpur, Andhra Pradesh, 902382",40,Female,1,Declined,0,
f458d0ab-35c7-4a17-aef9-6ff3a4ce89be,CUST110805,2023-03-23,Car Loan,428000.0,240,9.67,Education,Retired,33500.0,704,5900.0,17.61,Rented,"24/530, Gandhi, Bhubaneswar-100330, Singrauli, Odisha, 310840",43,Other,1,Approved,0,
b05806ed-1de2-45d5-b72b-6f99fcb67fa9,CUST118426,2025-02-28,Business Loan,592000.0,360,10.92,Debt Consolidation,Self-Employed,51000.0,753,300.0,0.59,Owned,"71, Sunder, Faridabad 138359, Thane, Uttar Pradesh, 283989",65,Male,0,Approved,0,
cac72d93-c1a0-40eb-877d-c310d81de1d7,CUST118785,2022-08-22,Education Loan,702000.0,120,11.13,Wedding,Student,85300.0,642,5400.0,6.33,Jointly Owned,"61/65, Ganesh Nagar, Coimbatore 720202, Gaya, Bihar, 055653",46,Male,1,Declined,0,
dcfdab91-822f-41bc-ae6d-38049168f210,CUST103310,2023-12-27,Business Loan,883000.0,12,9.5,Medical Emergency,Unemployed,20500.0,758,3500.0,17.07,Owned,"43, Ratta Marg, Berhampore 477492, Karnal, Arunachal Pradesh, 182736",48,Other,1,Approved,0,
f8441492-9873-4d2a-bdfe-07f75c4b5fa8,CUST111481,2024-11-05,Personal Loan,725000.0,360,10.28,Wedding,Self-Employed,58400.0,568,1000.0,1.71,Owned,"86, Agarwal Marg, Bulandshahr-394374, Chapra, Nagaland, 759736",30,Female,2,Declined,0,
cd8ad753-f5e1-4348-ade5-556de8f5cdb2,CUST109648,2023-05-26,Car Loan,587000.0,360,15.37,Debt Consolidation,Retired,57900.0,837,4900.0,8.46,Rented,"68/776, Saraf, Hazaribagh-897007, Siliguri, Andhra Pradesh, 278946",54,Female,3,Approved,0,
da895d6f-e83b-4f63-997f-11bc039986be,CUST111808,2024-04-23,Business Loan,411000.0,36,10.34,Vehicle Purchase,Retired,76800.0,654,2100.0,2.73,Owned,"80/52, Dhar Circle, North Dumdum 006649, Jhansi, Tamil Nadu, 137842",23,Male,2,Approved,0,
69fb5e4a-7ec0-4bf3-b951-6fdc58a6513c,CUST119556,2025-04-28,Car Loan,100000.0,36,7.0,Debt Consolidation,Unemployed,11600.0,699,3300.0,28.45,Rented,"H.No. 84, Iyer Street, Dindigul 599100, Patiala, Maharashtra, 862562",28,Female,3,Approved,0,
8d189e18-27af-4e17-8a30-974861a71bfd,CUST101000,2024-06-28,Car Loan,503000.0,36,11.62,Medical Emergency,Retired,85000.0,622,2400.0,2.82,Owned,"66, Mammen, Rohtak-150252, Dewas, Maharashtra, 308730",46,Female,0,Declined,0,
fdd67636-1d15-46c0-b0b6-14a5bbb4a7d0,CUST116041,2023-06-20,Personal Loan,100000.0,12,11.48,Wedding,Salaried,75800.0,677,5100.0,6.73,Owned,"H.No. 55, Uppal Zila, Sri Ganganagar-287321, Nagercoil, Bihar, 620678",53,Female,0,Approved,0,
76bd65df-af84-4bc1-84fe-7ae76f687a21,CUST114619,2024-08-06,Personal Loan,534000.0,24,8.93,Medical Emergency,Unemployed,65400.0,719,600.0,0.92,Jointly Owned,"H.No. 18, Walia Path, Bhalswa Jahangir Pur 302452, Srikakulam, Telangana, 688565",39,Female,2,Approved,0,
939a93f6-2f04-4bb0-a27f-70d3091ca42e,CUST101699,2024-05-27,Car Loan,454000.0,24,11.66,Business Expansion,Retired,54500.0,677,4100.0,7.52,Rented,"30, Chaudry Path, Dehradun 781629, Ghaziabad, Odisha, 150710",41,Male,0,Approved,0,
6b730ef7-220d-4c6c-84ce-d9eed3efea91,CUST107568,2023-01-31,Car Loan,407000.0,240,11.32,Home Renovation,Unemployed,79400.0,754,1000.0,1.26,Owned,"112, Bajwa Path, Raebareli-113476, Vellore, Karnataka, 432944",34,Female,0,Approved,0,
1fb01a55-0fb1-48eb-8f5e-be769b647c19,CUST100832,2024-04-02,Personal Loan,964000.0,24,12.62,Debt Consolidation,Retired,24900.0,762,0.0,0.0,Rented,"H.No. 12, Sami Chowk, Singrauli-086665, Jamnagar, West Bengal, 419768",27,Female,3,Approved,0,
d15902d6-a1e5-44ab-80d3-ad742f47ce89,CUST112893,2023-11-12,Education Loan,127000.0,240,12.36,Vehicle Purchase,Student,30700.0,578,4000.0,13.03,Jointly Owned,"19/31, Madan Path, Aizawl-920161, Pali, Bihar, 418687",39,Other,1,Declined,0,
e6e072be-12c0-4ee5-b915-3fb8dfdb5ee8,CUST102851,2024-08-08,Home Loan,100000.0,24,8.75,Home Renovation,Salaried,70800.0,774,2500.0,3.53,Rented,"44/22, Cherian Zila, Kurnool-213300, Ramagundam, Telangana, 956030",42,Male,3,Approved,0,
7e9e9d05-667f-4ade-8c35-1577b88a80cc,CUST100683,2022-10-14,Personal Loan,609000.0,360,9.0,Medical Emergency,Retired,62200.0,736,4800.0,7.72,Owned,"H.No. 170, Krishnamurthy Circle, Danapur-186448, Nanded, Tripura, 758839",48,Female,0,Approved,0,
d57efff3-ebc8-4d78-b571-63504e5ddcf1,CUST118288,2023-09-18,Business Loan,610000.0,60,8.39,Debt Consolidation,Salaried,25800.0,708,400.0,1.55,Owned,"H.No. 69, Wable Ganj, Etawah 783107, Kharagpur, Haryana, 165940",32,Other,2,Fraudulent - Undetected,1,Transaction Laundering
15e1d155-b07a-404d-896e-7683800bfdf5,CUST113726,2024-09-18,Personal Loan,653000.0,120,12.66,Education,Business Owner,64100.0,678,4000.0,6.24,Owned,"H.No. 16, Khanna Circle, Kishanganj-824791, Jaipur, Arunachal Pradesh, 549178",58,Female,3,Approved,0,
943f9a61-0866-4759-9e91-dc7414a901b4,CUST119106,2024-01-18,Education Loan,555000.0,36,13.2,Medical Emergency,Retired,10000.0,748,3700.0,37.0,Owned,"25, Seth Ganj, Mangalore-150445, Morena, Rajasthan, 411289",36,Other,3,Approved,0,
9bbe6b9f-77d6-474f-9d61-48e3a8ca002d,CUST106360,2023-07-18,Home Loan,744000.0,240,9.44,Debt Consolidation,Student,72500.0,753,2800.0,3.86,Jointly Owned,"H.No. 78, Jha Street, Vadodara 988006, Tiruvottiyur, Tripura, 977556",51,Other,2,Approved,0,
851975c2-feac-4e56-b691-828b6f97be43,CUST104811,2024-12-02,Car Loan,607000.0,12,11.26,Vehicle Purchase,Business Owner,10000.0,672,5900.0,59.0,Jointly Owned,"898, Bansal, Bijapur 200033, Ulhasnagar, Arunachal Pradesh, 087523",57,Female,3,Approved,0,
e9f875c7-fa85-4f1b-b521-bf7f81c2c31b,CUST105345,2023-01-18,Personal Loan,703000.0,60,7.0,Business Expansion,Unemployed,91900.0,696,4100.0,4.46,Rented,"64/400, Salvi Chowk, Ghaziabad-475023, Pimpri-Chinchwad, Rajasthan, 857603",33,Female,0,Approved,0,
5eed7fc5-6b35-40bc-8cc8-67b2188473fd,CUST115193,2023-03-18,Car Loan,851000.0,36,10.67,Education,Self-Employed,69900.0,570,1500.0,2.15,Owned,"36/923, Kari, Thanjavur 048080, Nellore, Maharashtra, 566374",38,Female,4,Declined,0,
83f3042a-1f9e-42cc-9cf2-bb7a54cfe513,CUST106857,2022-09-13,Education Loan,654000.0,240,11.85,Business Expansion,Salaried,42700.0,786,2900.0,6.79,Owned,"36/522, Gade Ganj, Anantapur 330579, Mysore, Nagaland, 020768",30,Other,0,Approved,0,
91f2e7ee-89a8-4212-9fec-0214dd847658,CUST105514,2024-05-02,Education Loan,232000.0,36,9.18,Business Expansion,Retired,79900.0,763,2800.0,3.5,Jointly Owned,"10/69, Balan Chowk, Gudivada-813477, Nagercoil, Goa, 156299",49,Other,1,Approved,0,
4d613f9d-3847-4e90-8a66-0fceab01b2de,CUST116451,2024-12-01,Business Loan,551000.0,36,14.72,Wedding,Retired,98000.0,704,5000.0,5.1,Jointly Owned,"81/840, Dalal, Raiganj-594794, Sambalpur, Arunachal Pradesh, 765857",39,Male,4,Approved,0,
6e8c452a-9a2d-4ba1-91fb-d7f07dcbbcd7,CUST109891,2024-09-24,Home Loan,327000.0,360,12.53,Home Renovation,Salaried,72900.0,579,6300.0,8.64,Jointly Owned,"H.No. 90, Dey Path, Gudivada-283141, Chandrapur, West Bengal, 388751",32,Other,4,Declined,0,
0471eb7c-13a2-4240-a700-159d5b4405a4,CUST106895,2023-09-10,Personal Loan,705000.0,240,9.08,Vehicle Purchase,Unemployed,36500.0,711,5000.0,13.7,Rented,"H.No. 703, Tank Zila, Berhampore 810884, Rajpur Sonarpur, Odisha, 298993",26,Female,4,Approved,0,
28f1410f-eaf5-4e8f-9f15-3acf854b9241,CUST112724,2023-04-13,Personal Loan,735000.0,60,9.39,Business Expansion,Unemployed,67200.0,670,7100.0,10.57,Owned,"235, Vig Nagar, Hosur 506925, Purnia, Punjab, 460428",48,Female,2,Approved,0,
9d4e81bd-66c9-4572-a51a-52fc97bcc846,CUST109759,2025-04-01,Car Loan,105000.0,60,11.01,Business Expansion,Retired,36200.0,735,4700.0,12.98,Rented,"51/543, Loke Ganj, Korba 167310, Bhopal, Gujarat, 635776",27,Other,1,Approved,0,
9c4647f9-a349-4144-951e-39e7a00e0cd0,CUST119976,2022-11-09,Education Loan,341000.0,12,10.15,Wedding,Business Owner,31400.0,657,6900.0,21.97,Jointly Owned,"789, Saha Ganj, Jalgaon 690235, Amravati, Tripura, 694621",22,Male,3,Approved,0,
15aea2d7-be15-4a73-ab1c-4801510547d8,CUST108434,2024-07-25,Car Loan,140000.0,240,11.28,Business Expansion,Retired,42800.0,644,4000.0,9.35,Owned,"777, Ahuja Nagar, Jamnagar 650682, Khora , Meghalaya, 339718",44,Female,3,Declined,0,
31fad155-9fce-4f55-97e0-eff898c33a04,CUST115080,2023-06-30,Business Loan,143000.0,120,12.51,Home Renovation,Business Owner,44400.0,667,4100.0,9.23,Jointly Owned,"48/82, Balay Path, Durg-522635, Guwahati, Uttar Pradesh, 342664",36,Other,2,Approved,0,
7d9a9bf5-2a93-434a-8f65-537c7d0ed3a5,CUST100591,2024-12-25,Personal Loan,733000.0,36,10.98,Wedding,Business Owner,38100.0,691,3300.0,8.66,Rented,"439, Ganguly Street, Khora -961111, Jalgaon, Nagaland, 712007",48,Male,2,Approved,0,
1836b857-657f-4931-b535-f221e0f0e422,CUST101168,2022-12-10,Home Loan,445000.0,360,13.09,Home Renovation,Self-Employed,64900.0,727,3500.0,5.39,Rented,"252, Johal, Rampur 843686, Bhiwandi, Assam, 330640",49,Female,1,Approved,0,
e2ab526b-91cb-4385-9360-4c60afcb2b50,CUST106437,2023-12-30,Business Loan,460000.0,36,10.85,Wedding,Business Owner,43000.0,642,1700.0,3.95,Owned,"70/163, Kapoor Road, Amaravati 531551, Gulbarga, Karnataka, 964354",23,Male,4,Declined,0,
20b62631-c8d4-41e0-8c44-1855435b602d,CUST101366,2023-06-16,Personal Loan,144000.0,24,10.48,Debt Consolidation,Self-Employed,49300.0,702,3900.0,7.91,Jointly Owned,"678, Vig Chowk, Davanagere-381281, Rajkot, Uttar Pradesh, 547521",44,Female,4,Approved,0,
9a1ac720-d7a0-42fd-85e7-23caf4989669,CUST105925,2023-03-03,Business Loan,110000.0,240,9.59,Wedding,Unemployed,28500.0,687,4700.0,16.49,Rented,"72, Bandi Chowk, Chennai-724684, Kishanganj, Telangana, 945516",38,Male,1,Approved,0,
7db13af3-cfa8-49b9-98da-0690dcf0a7f2,CUST106566,2025-05-26,Personal Loan,597000.0,360,11.16,Vehicle Purchase,Business Owner,86900.0,671,2400.0,2.76,Jointly Owned,"H.No. 55, Brar Ganj, Coimbatore 047950, Pali, Haryana, 931504",56,Female,1,Approved,0,
1a60087a-37da-46f7-9ef6-fa9bd0e7603c,CUST117962,2024-06-11,Home Loan,256000.0,240,9.27,Business Expansion,Unemployed,19600.0,777,4100.0,20.92,Rented,"H.No. 66, Talwar Marg, Giridih 687923, Jamalpur, Karnataka, 443861",25,Other,0,Approved,0,
ef215ddb-60a1-43dc-a5fd-a9efc1b6acd1,CUST101561,2024-08-26,Car Loan,255000.0,24,9.67,Education,Salaried,31300.0,750,7500.0,23.96,Owned,"74/47, Baral Marg, Amroha-636465, Muzaffarnagar, Haryana, 774963",45,Male,1,Approved,0,
d3ca3f67-629e-4330-98c0-30c400babf3c,CUST114658,2025-01-12,Car Loan,100000.0,360,9.15,Vehicle Purchase,Self-Employed,61300.0,690,5000.0,8.16,Jointly Owned,"43/783, Dyal Circle, Panvel-021497, Navi Mumbai, West Bengal, 608529",25,Other,4,Approved,0,
761ca858-18fb-4d37-9ed5-1d95deeaa278,CUST102418,2022-08-17,Personal Loan,649000.0,360,10.0,Vehicle Purchase,Student,59800.0,646,5300.0,8.86,Jointly Owned,"01/281, Dhawan, Delhi 129520, Ambala, Bihar, 414656",51,Male,1,Declined,0,
5cda24d4-8705-4c0e-a9ba-8c8123d12cce,CUST106449,2023-07-31,Education Loan,644000.0,12,12.78,Vehicle Purchase,Self-Employed,58400.0,743,4300.0,7.36,Jointly Owned,"65, Kalita Ganj, Durg-799490, Madurai, Tripura, 534624",23,Female,4,Approved,0,
a3d68bef-dcb5-4288-bd3d-1444d18483af,CUST103031,2025-01-10,Personal Loan,534000.0,60,7.0,Education,Self-Employed,33500.0,668,2900.0,8.66,Owned,"H.No. 035, Varughese Street, Anantapur 728632, Farrukhabad, Uttar Pradesh, 836002",37,Other,3,Approved,0,
001c705f-bc8f-46e9-b096-24f713574301,CUST116099,2023-09-28,Business Loan,866000.0,120,10.4,Education,Retired,63200.0,716,5900.0,9.34,Owned,"21, Ahluwalia Chowk, Darbhanga 971809, Panchkula, Nagaland, 547330",61,Male,3,Approved,0,
1a2e6c82-f356-4a1e-9aea-aa96c50da43e,CUST111768,2023-09-02,Car Loan,838000.0,60,10.29,Medical Emergency,Student,50200.0,696,3500.0,6.97,Owned,"86/64, Ramaswamy Road, Raiganj 828227, Bhagalpur, Meghalaya, 936861",27,Male,1,Approved,0,
d424d79c-0962-4b8c-8f77-7c3813829142,CUST100340,2022-08-11,Education Loan,518000.0,240,11.46,Business Expansion,Retired,29400.0,669,7500.0,25.51,Rented,"H.No. 509, Khare Ganj, Salem 040901, Nagaon, Uttar Pradesh, 698477",60,Male,0,Approved,0,
0b29aca6-1352-43e8-80b0-1e68a6d60b13,CUST109187,2025-01-31,Personal Loan,1183000.0,120,10.99,Medical Emergency,Student,59800.0,715,2800.0,4.68,Rented,"27/624, Bahri, Gopalpur 922378, Tenali, Uttar Pradesh, 158580",36,Male,1,Approved,0,
ecdcb1c8-34b8-4f5c-b51c-dbf5f37b5779,CUST106202,2024-05-05,Home Loan,655000.0,24,15.07,Medical Emergency,Salaried,107300.0,782,1500.0,1.4,Owned,"63, Malhotra Circle, Kolkata 135827, Tiruppur, Tripura, 891571",59,Female,4,Approved,0,
dbf9bcda-077a-4c5a-bf85-89bd52e5c6b7,CUST119176,2023-06-01,Education Loan,100000.0,240,10.04,Wedding,Business Owner,66200.0,618,4700.0,7.1,Rented,"H.No. 656, Suri Street, Unnao-705335, Bhubaneswar, Bihar, 270448",26,Male,1,Declined,0,
4d1e8d9f-9653-4b46-afc2-fa56b33622a4,CUST115791,2023-10-09,Personal Loan,357000.0,240,8.89,Home Renovation,Unemployed,20100.0,660,4500.0,22.39,Jointly Owned,"98/08, Sandal Marg, Imphal 768764, Agartala, Assam, 128887",43,Female,1,Approved,0,
5e55392f-cd27-4e9d-9e10-ae9421f82c19,CUST111538,2024-10-17,Car Loan,503000.0,12,12.09,Debt Consolidation,Student,65600.0,686,600.0,0.91,Owned,"68/34, Chad Nagar, Thrissur-025332, Davanagere, Rajasthan, 291790",22,Male,0,Approved,0,
2e278a62-668a-4bc8-9e08-d7b7a401bb2d,CUST109181,2024-01-11,Home Loan,100000.0,36,9.94,Medical Emergency,Retired,40300.0,691,6900.0,17.12,Rented,"H.No. 65, Swaminathan Path, Gwalior-431607, Nanded, Tamil Nadu, 285025",59,Female,0,Approved,0,
75cd8f62-bc6b-486f-a6fe-97b2140fd5b1,CUST116734,2025-05-12,Home Loan,857000.0,12,8.8,Education,Self-Employed,60300.0,616,2900.0,4.81,Rented,"H.No. 04, Dutta Marg, Ramagundam 848185, Machilipatnam, Rajasthan, 377942",26,Other,2,Declined,0,
dcda6d68-4fe0-4091-8bd7-fb0bd1878aee,CUST105441,2023-11-02,Home Loan,100000.0,60,10.71,Home Renovation,Business Owner,34200.0,741,2600.0,7.6,Jointly Owned,"H.No. 428, Gill Chowk, Arrah-092261, Raipur, Haryana, 410249",52,Other,2,Approved,0,
1ab159aa-e1cc-43d7-a2d4-f6d7616f2c5b,CUST108030,2024-03-14,Home Loan,100000.0,24,8.03,Home Renovation,Retired,39600.0,664,4300.0,10.86,Owned,"59, Chacko Ganj, Phagwara-116254, Faridabad, Rajasthan, 757127",26,Female,2,Approved,0,
792489b7-4d37-4ac9-bbbe-c9cdd67f0580,CUST110465,2023-03-14,Personal Loan,100000.0,60,10.69,Wedding,Unemployed,32300.0,782,0.0,0.0,Jointly Owned,"H.No. 780, Joshi Street, Munger-836209, Pudukkottai, Karnataka, 701346",63,Female,3,Approved,0,
306a6d85-c295-4038-a913-84d242801713,CUST103802,2024-04-21,Car Loan,938000.0,24,8.51,Medical Emergency,Unemployed,19600.0,688,900.0,4.59,Jointly Owned,"64/871, Bora Nagar, Mumbai 939641, Chittoor, Meghalaya, 494013",48,Other,3,Approved,0,
e9f0de16-36ef-451a-ab1f-d94a778d3420,CUST103807,2023-05-21,Home Loan,827000.0,360,12.8,Wedding,Student,10000.0,723,2100.0,21.0,Rented,"98, Sridhar Circle, Madhyamgram 495973, Miryalaguda, Maharashtra, 659117",34,Other,1,Approved,0,
b1b217d1-b4d6-47cf-b182-f3db3ec8150d,CUST109573,2023-03-19,Personal Loan,409000.0,120,11.26,Vehicle Purchase,Unemployed,10000.0,685,2800.0,28.0,Rented,"265, Doshi Circle, Muzaffarpur 321028, Bidhannagar, Odisha, 511780",31,Female,2,Approved,0,
d3a8cb54-5981-441c-aafe-34109540067a,CUST100985,2024-11-03,Personal Loan,100000.0,360,11.23,Vehicle Purchase,Self-Employed,21000.0,793,3400.0,16.19,Rented,"87, Hans Nagar, Purnia 532237, Panvel, Kerala, 126848",49,Female,0,Approved,0,
3b9b1cad-2b28-4007-befe-70c9274ebd50,CUST110836,2024-01-18,Education Loan,409000.0,360,11.77,Home Renovation,Business Owner,32800.0,787,4500.0,13.72,Owned,"H.No. 522, Bala Circle, Imphal 746871, Amaravati, Assam, 366924",38,Female,0,Approved,0,
9240cc6b-21b5-4e9c-b0ca-aecd036b9b9f,CUST112718,2024-07-02,Home Loan,192000.0,60,11.86,Education,Unemployed,98500.0,729,400.0,0.41,Rented,"76, Venkatesh Circle, Amravati 008315, Bhiwani, Bihar, 044758",31,Male,2,Approved,0,
f145c5f2-5f49-4a0c-90be-adbf9efef6ef,CUST111252,2023-11-06,Personal Loan,513000.0,360,9.28,Education,Self-Employed,28500.0,696,200.0,0.7,Jointly Owned,"88/07, Varghese Circle, Suryapet-219325, Kulti, Bihar, 420372",37,Male,4,Approved,0,
4e23a3e5-33bf-47ff-84c2-2b7945c65044,CUST100360,2022-12-06,Personal Loan,355000.0,12,7.97,Business Expansion,Self-Employed,63000.0,767,4200.0,6.67,Rented,"560, Wagle Path, Bhubaneswar-402665, Nanded, Sikkim, 741678",38,Male,4,Approved,0,
babae0e8-6324-43ee-a1d5-0f6ef6a02572,CUST103896,2024-05-19,Business Loan,809000.0,120,9.04,Wedding,Unemployed,84800.0,701,2700.0,3.18,Jointly Owned,"206, Chaudhry Ganj, Bhopal-602759, Hapur, Himachal Pradesh, 533798",34,Female,0,Approved,0,
6ff221dc-d24a-42f6-88f2-14ba6154863b,CUST112353,2024-08-07,Business Loan,508000.0,120,9.03,Home Renovation,Retired,45100.0,687,5400.0,11.97,Rented,"H.No. 53, Chaudry Ganj, Srikakulam 307292, Gandhinagar, Chhattisgarh, 592327",61,Other,3,Fraudulent - Undetected,1,Income Misrepresentation
002d4ece-3893-4e7e-900b-d07caaaf9e3c,CUST110851,2025-01-16,Personal Loan,474000.0,120,7.71,Vehicle Purchase,Salaried,67300.0,661,1400.0,2.08,Rented,"H.No. 765, Toor Road, Bidhannagar 455553, Unnao, Jharkhand, 964206",43,Female,1,Approved,0,
aff438b6-6646-4a9a-bc4d-3de8cf6cb523,CUST113330,2023-10-02,Car Loan,169000.0,60,11.83,Debt Consolidation,Retired,29300.0,741,1900.0,6.48,Owned,"H.No. 277, Kapoor Path, Ambala 515352, Chennai, Odisha, 808754",44,Other,4,Approved,0,
b491950b-6d15-4cc6-928c-5f02b2bbd132,CUST100427,2024-10-22,Education Loan,963000.0,360,7.0,Business Expansion,Business Owner,67200.0,763,1800.0,2.68,Owned,"45, Dhingra Circle, Hajipur 588105, Shivpuri, Himachal Pradesh, 328348",26,Female,2,Approved,0,
e059ea3b-1abc-487d-8612-fb33d9f9406c,CUST103134,2025-01-02,Personal Loan,431000.0,24,14.48,Education,Business Owner,51000.0,648,1900.0,3.73,Rented,"57/18, Chauhan Zila, Raipur 290616, Tinsukia, Tripura, 361067",45,Female,3,Declined,0,
0e3cf99c-0e67-4155-8e2a-46843f357d39,CUST112299,2024-07-26,Personal Loan,100000.0,60,11.42,Medical Emergency,Retired,66100.0,704,2500.0,3.78,Rented,"819, Varughese Ganj, Latur-825386, Serampore, Uttar Pradesh, 306602",21,Female,0,Approved,0,
af48bd9f-32d4-4a8c-8d3e-eb6718d9d9e8,CUST106699,2024-10-02,Personal Loan,100000.0,24,12.31,Medical Emergency,Self-Employed,29400.0,672,2000.0,6.8,Rented,"745, Kapur Street, Shimla 218450, Tenali, Bihar, 823404",21,Female,2,Approved,0,
938c3830-017f-4304-9103-805fbcf6e777,CUST110514,2022-07-25,Car Loan,559000.0,12,15.07,Debt Consolidation,Student,54100.0,679,0.0,0.0,Rented,"19/50, Kapur Marg, Gudivada 407815, Sasaram, Arunachal Pradesh, 461090",49,Male,3,Approved,0,
fa5261c5-d383-480c-ba38-09aff9481290,CUST106323,2023-06-21,Car Loan,365000.0,36,10.52,Business Expansion,Self-Employed,82700.0,652,2200.0,2.66,Rented,"26/78, Kant Path, Karimnagar 299045, Hazaribagh, Rajasthan, 261862",59,Female,2,Approved,0,
3b75cb17-39ec-4f89-9254-918770114411,CUST110813,2024-04-23,Education Loan,538000.0,360,8.13,Wedding,Unemployed,55400.0,653,500.0,0.9,Rented,"65/578, Ramachandran Path, Malda 824309, Mira-Bhayandar, Mizoram, 047292",29,Male,3,Approved,0,
1c198c79-2784-456d-84f0-b0fb1788c83c,CUST111922,2024-12-06,Business Loan,100000.0,12,9.72,Vehicle Purchase,Retired,53300.0,691,2100.0,3.94,Owned,"293, Bail, Hazaribagh 963006, Kumbakonam, Nagaland, 487495",49,Male,1,Approved,0,
bd342f9f-0250-4e59-85b8-9a83e74f22f8,CUST108380,2025-03-27,Education Loan,701000.0,360,9.28,Home Renovation,Unemployed,52500.0,685,0.0,0.0,Rented,"845, Krishna Marg, Nagercoil-655688, Hubli–Dharwad, Assam, 415409",46,Female,3,Fraudulent - Undetected,1,Transaction Laundering
707e8a04-b2e0-435e-84bd-bfb612aec003,CUST119140,2023-04-16,Car Loan,604000.0,24,10.01,Debt Consolidation,Student,77200.0,703,2600.0,3.37,Jointly Owned,"21/859, Bhalla Path, Bhatpara-192544, Salem, Odisha, 864562",33,Female,3,Approved,0,
d1b8ce69-51d5-4cbb-bc91-c14248bbfbf2,CUST110853,2024-11-23,Education Loan,778000.0,24,11.79,Education,Self-Employed,40300.0,705,2400.0,5.96,Rented,"29/909, Mahajan Zila, Sultan Pur Majra 621107, Gandhidham, Kerala, 105112",22,Male,4,Approved,0,
10afb1d0-9a28-4151-a1c8-d9e9cff0a74f,CUST118238,2023-12-15,Personal Loan,100000.0,24,10.56,Medical Emergency,Retired,41000.0,686,3000.0,7.32,Jointly Owned,"H.No. 69, Bose Road, Imphal-659810, Ulhasnagar, Jharkhand, 018184",23,Female,3,Approved,0,
89422ebe-c80f-4ab0-b14f-bcd4abeb399a,CUST111462,2023-08-26,Personal Loan,456000.0,36,7.0,Home Renovation,Unemployed,35600.0,672,1800.0,5.06,Jointly Owned,"H.No. 88, Gill Zila, Nanded-119165, Dehri, Assam, 666155",65,Female,3,Approved,0,
c7a313dd-a550-449e-aeb0-2a06974ac840,CUST116649,2025-03-21,Business Loan,257000.0,240,12.0,Home Renovation,Student,54900.0,662,5400.0,9.84,Jointly Owned,"H.No. 71, Sura Nagar, Kalyan-Dombivli 426422, Tiruppur, West Bengal, 894917",43,Female,1,Approved,0,
07a63d26-0357-4141-b376-00b377ab343e,CUST114871,2024-05-25,Car Loan,527000.0,24,9.38,Debt Consolidation,Business Owner,71600.0,628,2900.0,4.05,Rented,"03/952, Sidhu Nagar, Tiruppur 339273, Pali, Uttar Pradesh, 756393",52,Other,1,Declined,0,
01d89224-c7d5-4ad3-86df-34be97ac4a70,CUST100668,2023-08-03,Car Loan,264000.0,240,8.85,Business Expansion,Self-Employed,10000.0,583,2800.0,28.0,Owned,"H.No. 715, Cheema Street, Lucknow 929501, Davanagere, Meghalaya, 830930",29,Female,3,Declined,0,
cb085046-3a14-4012-b9d3-19c4303ffb91,CUST104379,2023-02-11,Business Loan,646000.0,120,9.58,Business Expansion,Business Owner,30600.0,762,7100.0,23.2,Jointly Owned,"H.No. 251, Choudhary Chowk, Karawal Nagar 785356, Kurnool, Andhra Pradesh, 026501",39,Other,2,Approved,0,
94c0eb38-9df4-4fb3-ab46-63db663a3fd0,CUST119485,2025-05-18,Car Loan,359000.0,24,12.56,Debt Consolidation,Student,61200.0,751,700.0,1.14,Rented,"92/059, Koshy Ganj, Madhyamgram 258702, Mira-Bhayandar, Uttarakhand, 430979",22,Female,4,Approved,0,
32e9bf18-e198-4716-9fa4-927efa32a9ed,CUST102565,2022-06-19,Car Loan,452000.0,24,9.47,Debt Consolidation,Unemployed,39800.0,667,3200.0,8.04,Rented,"03/50, Sengupta Ganj, Warangal 628958, Panipat, Chhattisgarh, 851168",35,Male,2,Approved,0,
dab0869f-887a-4c4c-af1a-bfbfef152579,CUST101038,2022-10-25,Business Loan,821000.0,36,9.97,Wedding,Self-Employed,55600.0,759,1700.0,3.06,Owned,"61/446, Chakrabarti Marg, Khandwa-304117, Jalandhar, Sikkim, 215248",41,Male,3,Approved,0,
bae920db-d5e8-4c44-a25d-7bce32d77bd0,CUST118734,2023-04-07,Education Loan,344000.0,360,8.88,Wedding,Unemployed,24000.0,701,5000.0,20.83,Jointly Owned,"63, Luthra Nagar, Nizamabad-363091, Anantapur, Tamil Nadu, 607528",51,Other,4,Approved,0,
b980a185-43bb-4bc4-9f89-697c77ece28b,CUST104314,2022-07-19,Business Loan,301000.0,360,11.24,Business Expansion,Self-Employed,39800.0,711,2900.0,7.29,Jointly Owned,"220, Kaur Road, Muzaffarnagar-457282, Raipur, Mizoram, 796792",40,Female,3,Approved,0,
6681dc1c-43f7-4601-8a9e-49b85b23f8f3,CUST117363,2024-08-18,Business Loan,803000.0,24,11.29,Home Renovation,Self-Employed,59400.0,718,0.0,0.0,Jointly Owned,"191, Gopal Road, Bhind-350740, Chandigarh, Telangana, 157765",34,Male,3,Approved,0,
